system,dataset,paired_runs,mape_median_baseline,mape_median_improved,mape_median_difference,mape_p_value,mape_significant_0_05,mape_better,mae_median_baseline,mae_median_improved,mae_median_difference,mae_p_value,mae_significant_0_05,mae_better,rmse_median_baseline,rmse_median_improved,rmse_median_difference,rmse_p_value,rmse_significant_0_05,rmse_better
xz,uiq2-16.bin.csv,30,1.080112536212407,0.06700837323624667,1.0128207620536398,1.862645149230957e-09,True,improved_v8,32.2878239902515,4.960283191125875,27.326354972802477,1.862645149230957e-09,True,improved_v8,42.95563185286761,15.368242825776177,27.46457632688707,1.862645149230957e-09,True,improved_v8
xz,uiq2-4.bin.csv,30,0.6147998106868411,0.02456055294816961,0.5897274072376419,1.862645149230957e-09,True,improved_v8,4.344649176113547,0.24558530764369133,4.099347809947151,1.862645149230957e-09,True,improved_v8,5.907306236595001,0.4450317995506747,5.4776761694555685,1.862645149230957e-09,True,improved_v8
xz,uiq2-8.bin.csv,30,0.8190166672269037,0.06431005626755903,0.7525503075646436,1.862645149230957e-09,True,improved_v8,11.954565365266632,2.170143505940416,9.792309359930844,1.862645149230957e-09,True,improved_v8,16.29341385864919,6.2415984945967935,10.060266821552524,1.862645149230957e-09,True,improved_v8
xz,vmlinux-5.10.tar.csv,30,0.28642891569171974,0.021401170469813872,0.2642833736690938,1.862645149230957e-09,True,improved_v8,1.8635621281409147,0.16090084326697413,1.7065628577545986,1.862645149230957e-09,True,improved_v8,2.261219707506228,0.256169526653531,1.9705935002417003,1.862645149230957e-09,True,improved_v8
z3,AUFNIRA_z3.637557.smt2.csv,30,7.353169222941563,0.003980108420058321,7.349225183256262,1.862645149230957e-09,True,improved_v8,88.19088418314891,0.3164425192519232,87.87780595746919,1.862645149230957e-09,True,improved_v8,100.6186527794321,0.6067400811445959,99.99753075718723,1.862645149230957e-09,True,improved_v8
z3,LRA_formula_277.smt2.csv,30,0.11143974506673185,0.003412304678227651,0.10783649052935643,1.862645149230957e-09,True,improved_v8,0.3161989880595242,0.009455445544555036,0.3065810496927107,1.862645149230957e-09,True,improved_v8,0.3229771272091428,0.01703595899256772,0.3050359270419847,1.862645149230957e-09,True,improved_v8
z3,QF_AUFBV_891_sqlite3.smt2.csv,30,5.5443616082372245,0.013459873759801972,5.531403136028716,1.862645149230957e-09,True,improved_v8,10.057513415711497,0.46406793179317934,9.622206393429682,1.862645149230957e-09,True,improved_v8,13.229032148476657,1.4285446046632067,11.841938771368469,1.862645149230957e-09,True,improved_v8
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,30,0.12997118526947365,0.0045066764421459425,0.12549461525924346,1.862645149230957e-09,True,improved_v8,0.952073084383902,0.03854714757190013,0.9137764736220944,1.862645149230957e-09,True,improved_v8,1.1691873994614888,0.057407233841124616,1.1120606743499644,1.862645149230957e-09,True,improved_v8
z3,QF_BV_bench_3176.smt2.csv,30,9.828013079830484,0.010058557804445596,9.816555592970973,1.862645149230957e-09,True,improved_v8,132.63429213050455,1.502704227565614,131.20649976348395,1.862645149230957e-09,True,improved_v8,152.90346083951152,3.5397535487806095,148.73959377426246,1.862645149230957e-09,True,improved_v8
z3,QF_BV_bench_935.smt2.csv,30,16.616503048994115,0.007523459468888279,16.609608581555342,1.862645149230957e-09,True,improved_v8,93.5172483306896,1.036428217821784,92.45789283985603,1.862645149230957e-09,True,improved_v8,97.33493448377678,2.4670041026179703,94.83355529829026,1.862645149230957e-09,True,improved_v8
