approach,system,dataset,repeats,most_selected_model,mape_mean,mae_mean,rmse_mean
baseline_lr,kanzi,large.csv,30,linear_regression,1.4703460397372174,4.403912495880723,6.823551101191774
baseline_lr,kanzi,misc.csv,30,linear_regression,0.4777566965681671,0.407217809072396,0.6093025940746224
baseline_lr,kanzi,silesia.csv,30,linear_regression,3.0595615192260084,82.70546635544294,128.38372531822856
baseline_lr,kanzi,vmlinux.csv,30,linear_regression,28.704695664775976,165.89454008079016,224.898701205241
baseline_lr,lrzip,ambivert.wav.tar.csv,30,linear_regression,1.591268454701172,14.267197776516259,22.518710659864286
baseline_lr,lrzip,artificl.tar.csv,30,linear_regression,13.4581076314092,1.2507513209371226,1.4023083001489667
baseline_lr,lrzip,deepfield.tar.csv,30,linear_regression,1.5827239214805737,13.966337874493119,21.818265958478033
baseline_lr,lrzip,enwik8.tar.csv,30,linear_regression,1.1002046372010343,18.933473008499778,27.328174268358847
baseline_lr,lrzip,fannie_mae_500k.tar.csv,30,linear_regression,0.11982676918715623,5.198573108680142,7.482273982749443
baseline_lr,lrzip,large.tar.csv,30,linear_regression,0.9778661809256435,2.2399569726489035,3.000734479713881
baseline_lr,lrzip,misc.tar.csv,30,linear_regression,2.6456732857018608,1.253916821362481,1.4387778741825157
baseline_lr,lrzip,silesia.tar.csv,30,linear_regression,1.277131896288643,31.864352518420123,46.030810826780204
baseline_lr,lrzip,uiq-32.bin.csv,30,linear_regression,2.0879441629611173,53.33131933243395,77.28833470236755
baseline_lr,lrzip,uiq2-16.bin.csv,30,linear_regression,1.889292846151171,29.115821154439725,41.981403097743005
baseline_lr,lrzip,uiq2-4.bin.csv,30,linear_regression,1.2342937468827349,7.008958434714966,10.520166520747539
baseline_lr,lrzip,uiq2-8.bin.csv,30,linear_regression,1.502705160810405,14.537229211011745,21.13715724869373
baseline_lr,lrzip,vmlinux-5.10.tar.csv,30,linear_regression,0.7847844567473543,4.575782584873521,6.724194336381597
baseline_lr,x264,Johnny_1280x720_60_short.y4m.csv,30,linear_regression,0.882598043986383,2.582230321640906,3.3628959853417024
baseline_lr,x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,30,linear_regression,0.7795124026083406,8.756717808837818,11.296347645712078
baseline_lr,x264,blue_sky_1080p25_short.y4m.csv,30,linear_regression,0.7806976476016211,3.1587433241968315,4.075705667075733
baseline_lr,x264,pedestrian_area_1080p25_short.y4m.csv,30,linear_regression,0.7137683607228262,3.5874375762335853,4.635317687258887
baseline_lr,x264,riverbed_1080p25_short.y4m.csv,30,linear_regression,0.6596999200418006,6.698200538152041,8.852068488780178
baseline_lr,x264,sd_bridge_close_cif_short.y4m.csv,30,linear_regression,0.519490739739723,0.14203230152816287,0.18191790827369206
baseline_lr,x264,sd_city_4cif_short.y4m.csv,30,linear_regression,0.8266539484044951,1.4857680096729429,1.908805980308876
baseline_lr,x264,sd_crew_cif_short.y4m.csv,30,linear_regression,0.6225005096411255,0.246882565748176,0.3192554493112624
baseline_lr,x264,sintel_trailer_2k_720p24_short.y4m.csv,30,linear_regression,0.5132428783562796,0.3721881180271825,0.4685830281263562
baseline_lr,xz,ambivert.wav.tar.csv,30,linear_regression,1.3522453385015942,13.196293106450431,17.08054498843484
baseline_lr,xz,artificl.tar.csv,30,linear_regression,0.2928690933197788,0.006410548434622138,0.007639469027063908
baseline_lr,xz,deepfield.tar.csv,30,linear_regression,0.6190310483822254,5.7312397284203795,7.931751397455259
baseline_lr,xz,enwik8.tar.csv,30,linear_regression,2.0165013256624724,71.83123560137234,94.18687532837501
baseline_lr,xz,fannie_mae_500k.tar.csv,30,linear_regression,0.9221235378952368,30.32978645799726,36.12320348223604
baseline_lr,xz,large.tar.csv,30,linear_regression,0.4341425123816111,1.868793592738721,2.2998211586124317
baseline_lr,xz,misc.tar.csv,30,linear_regression,0.2280031806075415,0.08772031609841766,0.11745139684638158
baseline_lr,xz,silesia.tar.csv,30,linear_regression,0.9542769520330743,62.002902587544,78.07471765731151
baseline_lr,xz,uiq-32.bin.csv,30,linear_regression,1.20956595346457,73.0393951841795,92.84612868734482
baseline_lr,xz,uiq2-16.bin.csv,30,linear_regression,1.0858506879428746,32.23416743088093,42.39493358995531
baseline_lr,xz,uiq2-4.bin.csv,30,linear_regression,0.6196825930706763,4.340046409991483,5.9621774667389085
baseline_lr,xz,uiq2-8.bin.csv,30,linear_regression,0.8258618371628311,12.011688955380983,16.505332580502863
baseline_lr,xz,vmlinux-5.10.tar.csv,30,linear_regression,0.2850824655536138,1.8684727356079103,2.2698153328889106
baseline_lr,z3,AUFNIRA_z3.637557.smt2.csv,30,linear_regression,7.4452134547034445,88.06849353059934,100.08334252015638
baseline_lr,z3,LRA_formula_277.smt2.csv,30,linear_regression,0.11113918591523511,0.31656736732340873,0.3227661662155306
baseline_lr,z3,QF_AUFBV_891_sqlite3.smt2.csv,30,linear_regression,5.380897353725894,10.089861327760582,13.30604129461587
baseline_lr,z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,30,linear_regression,0.1303851519494409,0.9605937538385583,1.1766540115355888
baseline_lr,z3,QF_BV_bench_3176.smt2.csv,30,linear_regression,9.880805003224019,132.55347466517458,152.24825371887138
baseline_lr,z3,QF_BV_bench_935.smt2.csv,30,linear_regression,16.79544815763071,93.59159949391504,97.51267375786855
baseline_lr,z3,QF_LIA_tightrhombus.csv,30,linear_regression,0.7377960950567525,0.5859810094271556,0.7987565647510794
baseline_lr,z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,30,linear_regression,0.05345909769679234,0.7366970606423908,0.8737246530964516
baseline_lr,z3,QF_NRA_hong_9.smt2.csv,30,linear_regression,0.0021152425116167032,0.009138506725724926,0.015713670858194705
baseline_lr,z3,QF_RDL_orb08_888.smt2.csv,30,linear_regression,0.0282342282819048,0.2596211870662806,0.3321071256090328
baseline_lr,z3,QF_UFLIA_xs_23_43.smt2.csv,30,linear_regression,0.36475244808066015,8.100376494942934,9.768915655124221
baseline_lr,z3,QF_UF_PEQ018_size6.smt2.csv,30,linear_regression,9.385203734254471,163.0064875884159,204.73820923042965
